"summary_date","app_id","app_type","app_name","campaign_id","campaign_name","ad_id","ad_name","impressions","clicks","installs","spend","event_name","events_d0","events_d7","unique_events_d0","unique_events_d7"
"2022.06.04","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ykSc1","Super AD 16ykSc1","10","2",,"0.0019500000000000001","super_event",,,,
"2022.06.07","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16FGWaT","Super AD 16FGWaT","81378","132","20","4.7125","super_event","4","6","2","2"
"2022.06.14","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TRY90","Super AD 16TRY90","58","0",,"0.010400000000000001","super_event",,,,
"2022.06.21","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16L8hGR","Super AD 16L8hGR","134","56",,"0.006500000000000001","super_event",,,,
"2022.06.01","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_161PGNX","Super AD 161PGNX","278702","318","52","8.825050000000001","super_event","6","8","4","6"
"2022.06.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_161PGNX","Super AD 161PGNX","384424","490","60","8.334950000000001","super_event","4","4","4","4"
"2022.07.02","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16UB6lQ","Super AD 16UB6lQ","56442","66",,"2.41085","super_event",,,,
"2022.07.05","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_164s39k","Super AD 164s39k","269880","376",,"6.705400000000001","super_event",,,,
"2022.06.27","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ykSc1","Super AD 16ykSc1","16460","3184","2","9.6928","super_event","0","0","0","0"
"2022.06.23","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_161PGNX","Super AD 161PGNX","761464","766","14","29.0589","super_event","0","0","0","0"
"2022.06.03","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TRY90","Super AD 16TRY90","16","0",,"0.0026000000000000003","super_event",,,,
"2022.06.22","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16N7JOH","Super AD 16N7JOH","548284","458","74","26.3965","super_event","8","8","6","6"
"2022.07.01","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16sutOl","Super AD 16sutOl","1537706","2568","8","133.30915000000002","super_event","0","0","0","0"
"2022.06.04","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TRY90","Super AD 16TRY90","24","0","2","0.0039000000000000003","super_event","2","2","2","2"
"2022.06.08","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tke86","Super AD 16tke86","39038","74","14","4.6884500000000005","super_event","0","0","0","0"
"2022.07.11","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_160KfFb","Super AD 160KfFb","18240","3900","10","5.8279","super_event","0","0","0","0"
"2022.07.24","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16d84uy","Super AD 16d84uy","0","0",,"0.0","super_event",,,,
"2022.06.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_165Ir4s","Super AD 165Ir4s","44","6",,"0.00715","super_event",,,,
"2022.07.19","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16cZYuD","Super AD 16cZYuD","20534","20",,"0.47775","super_event",,,,
"2022.07.11","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tAAuV","Super AD 16tAAuV","3370","14",,"0.1378","super_event",,,,
"2022.07.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16DpJ5e","Super AD 16DpJ5e","60","0",,"0.00715","super_event",,,,
"2022.06.28","com.super.app","android","Super App 2000","campaign_5","Super campaign 5","ad_5","Super AD 5",,,"62",,"super_event","0","0","0","0"
"2022.06.26","com.super.app","android","Super App 2000","campaign_5","Super campaign 5","ad_5","Super AD 5",,,"14",,"super_event","0","0","0","0"
"2022.06.03","com.super.app","android","Super App 2000","campaign_6","Super campaign 6","ad_6","Super AD 6","288948","3670","2","8.28789","super_event","0","0","0","0"
"2022.07.10","com.super.app","android","Super App 2000","campaign_5","Super campaign 5","ad_5","Super AD 5",,,"24",,"super_event","10","10","2","2"
"2022.07.31","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_164s39k","Super AD 164s39k","121256","160",,"2.2464","super_event",,,,
"2022.06.09","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TbuLA","Super AD 16TbuLA","27564","38","4","1.6055000000000001","super_event","0","0","0","0"
"2022.07.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16HYgnd","Super AD 16HYgnd","1314","124",,"0.39715","super_event",,,,
"2022.06.28","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16UB6lQ","Super AD 16UB6lQ","125910","148","6","7.0044","super_event","0","0","0","0"
"2022.06.26","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_165Ir4s","Super AD 165Ir4s","9304","1408","6","4.8958","super_event","0","0","0","0"
"2022.06.10","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16SmxpJ","Super AD 16SmxpJ","82","8",,"0.015600000000000001","super_event",,,,
"2022.06.10","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16iTkkR","Super AD 16iTkkR","65556","134","14","4.696250000000001","super_event","2","2","2","2"
"2022.07.01","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1690b1k","Super AD 1690b1k","40724","9352","30","16.7388","super_event","2","4","2","4"
"2022.06.23","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16Qnvp6","Super AD 16Qnvp6","956","444",,"0.3705","super_event",,,,
"2022.07.12","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16DpJ5e","Super AD 16DpJ5e","44","0",,"0.0039000000000000003","super_event",,,,
"2022.07.07","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ZEk4H","Super AD 16ZEk4H","11218","3020","6","3.38845","super_event","0","0","0","0"
"2022.06.22","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16dEqIN","Super AD 16dEqIN","17298","34","2","0.54275","super_event","2","4","2","2"
"2022.06.24","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16dQRXR","Super AD 16dQRXR","272","150",,"0.11374999999999999","super_event",,,,
"2022.07.11","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VFQT1","Super AD 16VFQT1","658334","786","2","27.96235","super_event","0","0","0","0"
"2022.07.05","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tAAuV","Super AD 16tAAuV","14870","30",,"1.0712","super_event",,,,
"2022.06.05","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ykSc1","Super AD 16ykSc1","16","10",,"0.0039000000000000003","super_event",,,,
"2022.06.06","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1613Cm3","Super AD 1613Cm3","2486","6",,"0.28275","super_event",,,,
"2022.07.28","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tDi2H","Super AD 16tDi2H","8522","2930",,"5.0115","super_event",,,,
"2022.07.08","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16dQRXR","Super AD 16dQRXR","380","230",,"0.1651","super_event",,,,
"2022.07.10","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16cZYuD","Super AD 16cZYuD","101410","112",,"3.2370000000000005","super_event",,,,
"2022.07.07","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tAAuV","Super AD 16tAAuV","5948","10",,"0.2678","super_event",,,,
"2022.06.20","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TbuLA","Super AD 16TbuLA","26490","42","4","1.3325000000000002","super_event","0","0","0","0"
"2022.06.23","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TbuLA","Super AD 16TbuLA","89458","190","4","9.45945","super_event","0","0","0","0"
"2022.06.13","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16Mvrvm","Super AD 16Mvrvm","146","64",,"0.00715","super_event",,,,
"2022.06.28","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tAAuV","Super AD 16tAAuV","40254","132",,"3.7895000000000003","super_event",,,,
"2022.06.27","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1613Cm3","Super AD 1613Cm3","2240","4",,"0.3796","super_event",,,,
"2022.06.27","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16N7JOH","Super AD 16N7JOH","794886","984","6","74.94565","super_event","0","0","0","0"
"2022.06.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16L8hGR","Super AD 16L8hGR","192","90",,"0.00845","super_event",,,,
"2022.06.02","com.super.app","android","Super App 2000","campaign_10","Super campaign 10",,,"0","28844","13206","947.3100000000001","super_event","14","22","12","18"
"2022.06.20","com.super.app","android","Super App 2000","campaign_10","Super campaign 10",,,"0","49592",,"1364.6100000000001","super_event",,,,
"2022.06.19","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"17920",,"super_event","24","26","24","26"
"2022.06.12","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"18348",,"super_event","2","2","2","2"
"2022.07.02","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"9518",,"super_event","32","36","26","30"
"2022.06.16","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"22368",,"super_event","16","22","12","14"
"2022.07.06","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"278",,"super_event","10","10","10","10"
"2022.07.18","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"4",,"super_event","0","0","0","0"
"2022.07.09","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"42",,"super_event","0","0","0","0"
"2022.07.22","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"2",,"super_event","0","0","0","0"
"2022.07.14","com.super.app","android","Super App 2000","campaign_9","Super campaign 9",,,,,"14",,"super_event","0","0","0","0"
"2022.06.21","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16SmxpJ","Super AD 16SmxpJ","140","26",,"0.0169","super_event",,,,
"2022.06.27","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TRY90","Super AD 16TRY90","3762","430",,"2.0007","super_event",,,,
"2022.07.07","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16d84uy","Super AD 16d84uy","7762","1730","6","2.11185","super_event","0","0","0","0"
"2022.06.04","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16FGWaT","Super AD 16FGWaT","79540","146","16","4.706650000000001","super_event","4","6","4","4"
"2022.06.30","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16L8hGR","Super AD 16L8hGR","0","0","2","0.0","super_event","0","0","0","0"
"2022.07.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16RnymO","Super AD 16RnymO","1434510","1436",,"39.5304","super_event",,,,
"2022.06.10","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TbuLA","Super AD 16TbuLA","30068","30","4","2.1125000000000003","super_event","0","0","0","0"
"2022.07.25","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16zXhnZ","Super AD 16zXhnZ","116","26","2","0.043550000000000005","super_event","0","0","0","0"
"2022.06.03","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16L8hGR","Super AD 16L8hGR","10","2",,"0.0019500000000000001","super_event",,,,
"2022.06.12","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16dEqIN","Super AD 16dEqIN","18408","28","4","0.64805","super_event","0","0","0","0"
"2022.06.29","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VAIpg","Super AD 16VAIpg","19730","12890","12","9.2209","super_event","0","0","0","0"
"2022.07.19","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_160KfFb","Super AD 160KfFb","78226","13462","12","26.9854","super_event","2","2","2","2"
"2022.06.21","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16FGWaT","Super AD 16FGWaT","58168","98","18","3.1973499999999997","super_event","4","4","2","2"
"2022.06.02","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1613Cm3","Super AD 1613Cm3","3136","10",,"0.31135","super_event",,,,
"2022.07.06","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16d84uy","Super AD 16d84uy","578","114",,"0.1521","super_event",,,,
"2022.07.13","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tAAuV","Super AD 16tAAuV","3724","6",,"0.17290000000000003","super_event",,,,
"2022.07.06","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16J5S8q","Super AD 16J5S8q","38","2",,"0.0026000000000000003","super_event",,,,
"2022.07.02","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16N7JOH","Super AD 16N7JOH","664468","648","2","28.31595","super_event","0","0","0","0"
"2022.07.13","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16aRyUO","Super AD 16aRyUO","58","0",,"0.00845","super_event",,,,
"2022.06.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16DJ04Y","Super AD 16DJ04Y","948212","1564","216","62.5885","super_event","24","30","24","28"
"2022.06.25","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_165Ir4s","Super AD 165Ir4s","4786","750",,"2.1034","super_event",,,,
"2022.06.12","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TRY90","Super AD 16TRY90","62","0",,"0.01235","super_event",,,,
"2022.07.16","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tAAuV","Super AD 16tAAuV","4884","12",,"0.2509","super_event",,,,
"2022.06.08","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16Mvrvm","Super AD 16Mvrvm","66","36",,"0.00975","super_event",,,,
"2022.07.05","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VAIpg","Super AD 16VAIpg","9380","5890","10","3.6822500000000002","super_event","2","2","2","2"
"2022.06.21","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16N7JOH","Super AD 16N7JOH","331204","248","56","12.4306","super_event","2","2","2","2"
"2022.07.03","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16UB6lQ","Super AD 16UB6lQ","51396","86",,"2.04945","super_event",,,,
"2022.06.30","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VFQT1","Super AD 16VFQT1","129608","200","20","11.30285","super_event","4","4","2","2"
"2022.07.12","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16RnymO","Super AD 16RnymO","1807034","1634","8","56.41025","super_event","0","0","0","0"
"2022.07.09","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16J5S8q","Super AD 16J5S8q","4440","2",,"0.16575","super_event",,,,
"2022.06.25","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16L8hGR","Super AD 16L8hGR","2988","1618","2","1.1856","super_event","0","0","0","0"
"2022.07.09","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VFQT1","Super AD 16VFQT1","779028","842","4","27.59315","super_event","0","0","0","0"
"2022.06.09","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TRY90","Super AD 16TRY90","38","0",,"0.0078000000000000005","super_event",,,,
"2022.06.03","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16iiLJw","Super AD 16iiLJw","12","2",,"0.0019500000000000001","super_event",,,,
"2022.06.15","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16iiLJw","Super AD 16iiLJw","34","10",,"0.006500000000000001","super_event",,,,
"2022.07.25","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16SzuCz","Super AD 16SzuCz","24","0",,"0.0019500000000000001","super_event",,,,
"2022.07.17","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tAAuV","Super AD 16tAAuV","6342","2",,"0.36530000000000007","super_event",,,,
"2022.07.02","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_164s39k","Super AD 164s39k","562078","710","4","14.41245","super_event","0","0","0","0"
"2022.06.28","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tDi2H","Super AD 16tDi2H","39956","27278","18","20.397650000000002","super_event","0","0","0","0"
"2022.06.27","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16RnymO","Super AD 16RnymO","3326","10","4","0.22685","super_event","0","0","0","0"
"2022.06.08","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1613Cm3","Super AD 1613Cm3","2748","6",,"0.35230000000000006","super_event",,,,
"2022.07.13","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VAIpg","Super AD 16VAIpg","16654","9108","6","6.60205","super_event","0","0","0","0"
"2022.07.12","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16UB6lQ","Super AD 16UB6lQ","120632","96",,"2.7872000000000003","super_event",,,,
"2022.07.17","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16aRyUO","Super AD 16aRyUO","50","0",,"0.005200000000000001","super_event",,,,
"2022.07.02","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ykSc1","Super AD 16ykSc1","0","0","4","0.0","super_event","0","0","0","0"
"2022.07.21","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16yieB8","Super AD 16yieB8","0","0","4","0.0","super_event","0","0","0","0"
"2022.06.14","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_161PGNX","Super AD 161PGNX","414532","554","80","10.5859","super_event","4","6","4","6"
"2022.07.29","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1690b1k","Super AD 1690b1k","143490","13772","40","79.87525000000001","super_event","4","4","4","4"
"2022.06.12","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1613Cm3","Super AD 1613Cm3","912","6",,"0.09555","super_event",,,,
"2022.07.06","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16q1T9e","Super AD 16q1T9e","36","8",,"0.006500000000000001","super_event",,,,
"2022.06.15","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16DJ04Y","Super AD 16DJ04Y","719254","912","172","43.68065000000001","super_event","12","22","6","8"
"2022.07.03","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_164s39k","Super AD 164s39k","521000","722","4","13.1807","super_event","0","0","0","0"
"2022.06.29","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_164s39k","Super AD 164s39k","868724","972","114","26.6916","super_event","14","18","10","12"
"2022.07.24","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16zXhnZ","Super AD 16zXhnZ","0","0","2","0.0","super_event","0","0","0","0"
"2022.07.31","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VFQT1","Super AD 16VFQT1","284426","478","4","11.6129","super_event","0","0","0","0"
"2022.07.12","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_164s39k","Super AD 164s39k","261550","224",,"4.44015","super_event",,,,
"2022.07.08","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16OvRBM","Super AD 16OvRBM","674","54","2","0.1651","super_event","0","0","0","0"
"2022.06.14","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16DJ04Y","Super AD 16DJ04Y","536450","634","136","28.914600000000004","super_event","14","16","12","14"
"2022.07.16","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16q1T9e","Super AD 16q1T9e","950","62",,"0.20020000000000002","super_event",,,,
"2022.07.05","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16SzuCz","Super AD 16SzuCz","6","0",,"0.0","super_event",,,,
"2022.07.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16zXhnZ","Super AD 16zXhnZ","1066","640",,"0.44915","super_event",,,,
"2022.06.26","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16dQRXR","Super AD 16dQRXR","828","500",,"0.38545","super_event",,,,
"2022.07.05","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VFQT1","Super AD 16VFQT1","45708","78","2","2.35885","super_event","0","0","0","0"
"2022.07.06","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VAIpg","Super AD 16VAIpg","8170","4882","8","3.1005","super_event","0","0","0","0"
"2022.06.11","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16TbuLA","Super AD 16TbuLA","29516","48","4","2.0722","super_event","0","0","0","0"
"2022.07.25","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16DpJ5e","Super AD 16DpJ5e","122","0",,"0.026000000000000002","super_event",,,,
"2022.06.18","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16iiLJw","Super AD 16iiLJw","102","28",,"0.02145","super_event",,,,
"2022.07.08","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16J5S8q","Super AD 16J5S8q","5954","6",,"0.24180000000000001","super_event",,,,
"2022.07.31","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16SzuCz","Super AD 16SzuCz","26","0",,"0.0026000000000000003","super_event",,,,
"2022.07.12","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16dQRXR","Super AD 16dQRXR","190","110",,"0.07995000000000001","super_event",,,,
"2022.07.23","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VFQT1","Super AD 16VFQT1","0","0","2","0.0","super_event","0","0","0","0"
"2022.06.15","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_165Ir4s","Super AD 165Ir4s","52","0",,"0.00455","super_event",,,,
"2022.06.04","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16L8hGR","Super AD 16L8hGR","12","4",,"6.500000000000001E-4","super_event",,,,
"2022.06.20","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_165Ir4s","Super AD 165Ir4s","64","12",,"0.0078000000000000005","super_event",,,,
"2022.06.13","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16DJ04Y","Super AD 16DJ04Y","693804","998","230","44.2442","super_event","24","34","22","24"
"2022.06.08","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ykSc1","Super AD 16ykSc1","28","6",,"0.005200000000000001","super_event",,,,
"2022.07.14","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_160KfFb","Super AD 160KfFb","25624","6332","8","8.74315","super_event","0","0","0","0"
"2022.07.17","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16RnymO","Super AD 16RnymO","1939414","2094","4","58.7171","super_event","0","0","0","0"
"2022.06.13","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1613Cm3","Super AD 1613Cm3","984","0",,"0.10985000000000002","super_event",,,,
"2022.06.20","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16iTkkR","Super AD 16iTkkR","61838","86","24","3.24415","super_event","2","4","2","4"
"2022.07.17","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16yieB8","Super AD 16yieB8","2836","1588",,"1.09135","super_event",,,,
"2022.06.17","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tke86","Super AD 16tke86","15338","32","8","1.3767","super_event","0","0","0","0"
"2022.06.07","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tke86","Super AD 16tke86","38866","76","16","4.618250000000001","super_event","0","0","0","0"
"2022.07.07","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_164s39k","Super AD 164s39k","123424","106",,"2.16515","super_event",,,,
"2022.06.04","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_162VcYT","Super AD 162VcYT","20","2",,"0.0026000000000000003","super_event",,,,
"2022.06.24","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16L8hGR","Super AD 16L8hGR","1738","900",,"0.56615","super_event",,,,
"2022.07.11","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16RnymO","Super AD 16RnymO","1669430","1584","6","54.40110000000001","super_event","0","0","0","0"
"2022.07.23","com.super.app","android","Super App 2000","campaign_6","Super campaign 6","ad_6","Super AD 6","868370","7866","84","29.25","super_event","4","4","4","4"
"2022.07.08","com.super.app","android","Super App 2000","campaign_6","Super campaign 6","ad_6","Super AD 6","1315994","19318","98","27.30078","super_event","0","0","0","0"
"2022.06.09","com.super.app","android","Super App 2000","campaign_6","Super campaign 6","ad_6","Super AD 6","949012","10656",,"13.162889999999999","super_event",,,,
"2022.07.21","com.super.app","android","Super App 2000","campaign_6","Super campaign 6","ad_6","Super AD 6","1260810","12984","106","31.85","super_event","2","4","2","4"
"2022.06.14","com.super.app","android","Super App 2000","campaign_6","Super campaign 6","ad_6","Super AD 6","3036710","9238",,"18.529485","super_event",,,,
"2022.07.24","com.super.app","android","Super App 2000","campaign_6","Super campaign 6","ad_6","Super AD 6","1792852","25726","106","33.15","super_event","0","0","0","0"
"2022.06.03","com.super.app","android","Super App 2000","campaign_10","Super campaign 10",,,"0","36796","8598","1006.1350000000001","super_event","26","34","26","32"
"2022.07.21","com.super.app","android","Super App 2000","campaign_10","Super campaign 10",,,"0","0",,"0.0","super_event",,,,
"2022.06.09","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16Mvrvm","Super AD 16Mvrvm","144","62",,"0.00975","super_event",,,,
"2022.07.11","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16VAIpg","Super AD 16VAIpg","13584","7410","6","5.51395","super_event","0","0","0","0"
"2022.06.02","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16sutOl","Super AD 16sutOl","22722","28",,"1.0848499999999999","super_event",,,,
"2022.06.11","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ykSc1","Super AD 16ykSc1","62","4",,"0.011700000000000002","super_event",,,,
"2022.06.13","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16Qnvp6","Super AD 16Qnvp6","34","10",,"0.00585","super_event",,,,
"2022.07.15","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1690b1k","Super AD 1690b1k","42978","16120","28","16.4437","super_event","2","4","2","4"
"2022.06.21","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16iTkkR","Super AD 16iTkkR","58110","96","20","3.17005","super_event","2","2","2","2"
"2022.06.29","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_1690b1k","Super AD 1690b1k","134288","28252","66","70.89744999999999","super_event","0","2","0","2"
"2022.07.15","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16ZEk4H","Super AD 16ZEk4H","35916","13702","36","13.702","super_event","2","2","2","2"
"2022.07.31","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16tAAuV","Super AD 16tAAuV","3188","6",,"0.1391","super_event",,,,
"2022.06.20","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16Qnvp6","Super AD 16Qnvp6","60","30",,"0.02015","super_event",,,,
"2022.07.02","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16zXhnZ","Super AD 16zXhnZ","162","94",,"0.07085","super_event",,,,
"2022.06.11","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16iiLJw","Super AD 16iiLJw","44","12",,"0.00975","super_event",,,,
"2022.07.14","com.super.app","android","Super App 2000","campaign_16","Super campaign 16","ad_16SzuCz","Super AD 16SzuCz","12","0",,"0.0026000000000000003","super_event",,,,
